machine_type,vibration_mm_s,motor_current_A,gearbox_temperature_C,belt_speed_mps,load_kg,belt_alignment_mm,active_failure,status
conveyor,1.95,5.69,59.88,1.34,171.44,4.01,roller_bearing_failure,running
conveyor,2.63,18.94,63.45,0.94,463.64,6.25,overload,fault
conveyor,1.72,12.16,76.86,1.5,340.52,2.33,gearbox_overheating,warning
conveyor,0.7,9.8,52.15,1.01,184.39,2.4,belt_slip,running
conveyor,2.36,17.53,81.83,0.34,331.05,11.24,jam,fault
conveyor,2.51,9.64,58.75,1.39,233.82,3.17,roller_bearing_failure,warning
conveyor,0.78,7.4,42.14,1.33,150.56,3.49,none,running
conveyor,1.24,8.69,51.49,0.91,169.79,7.3,belt_slip,warning
conveyor,3.54,10.59,80.2,1.35,285.95,3.08,gearbox_overheating,fault
conveyor,2.27,7.84,43.88,1.33,259.94,10.21,belt_misalignment,fault
conveyor,1.13,7.65,38.65,1.6,124.38,0.48,none,running
conveyor,2.56,8.59,46.42,1.51,208.3,9.81,belt_misalignment,warning
conveyor,3.57,10.44,47.93,1.06,236,9.51,belt_misalignment,warning
conveyor,2.42,20.05,77.98,0.48,617.1,5.45,jam,fault
conveyor,2.47,19.9,91.69,0.55,529.31,6.37,jam,fault
conveyor,3.95,8.01,45.87,1.45,241.09,4.15,roller_bearing_failure,warning
conveyor,2.03,8.11,80.11,1.52,175.69,1.59,gearbox_overheating,fault
conveyor,1.23,10.03,69.02,1.26,172.45,2.08,gearbox_overheating,warning
conveyor,3.48,8.66,42.61,1.6,230.8,5.06,roller_bearing_failure,warning
conveyor,2.46,14.27,66.89,1.47,254.94,4.1,overload,fault
conveyor,1.68,20.02,62.35,0.84,522.86,6.2,overload,fault
conveyor,1.61,11.48,65,0.8,280.78,3.37,belt_slip,warning
conveyor,4.67,6.3,46.94,1.31,275.12,4.88,roller_bearing_failure,fault
conveyor,5.61,18.67,61.71,0.41,403.3,10.09,jam,fault
conveyor,0.57,12.61,101.54,1.4,333.78,3.23,gearbox_overheating,fault
conveyor,3.29,9.33,42,1.29,251.01,8.35,belt_misalignment,warning
conveyor,0.93,7.49,56.55,1.55,195.51,4.95,roller_bearing_failure,running
conveyor,1.55,12.22,76.5,1.43,352.84,5.48,gearbox_overheating,warning
conveyor,2.21,14.62,64.62,1.09,229.15,6.54,overload,fault
conveyor,1.37,8.67,62.62,1.46,176.77,9.64,belt_misalignment,warning
conveyor,2.51,13.58,71.3,1.23,454.35,5.04,overload,fault
conveyor,2.31,8.49,55.25,1.59,217.81,4.32,roller_bearing_failure,warning
conveyor,2.91,16.87,70.11,0.57,496.67,9.56,jam,fault
conveyor,2.23,18.88,64.49,0.47,307.49,3.54,jam,fault
conveyor,3.03,12.72,79.25,1.62,231.52,6.37,gearbox_overheating,warning
conveyor,1.44,16.29,86.41,0.42,539.7,9.7,jam,fault
conveyor,3.91,6.41,65.37,1.22,184.23,14.54,belt_misalignment,fault
conveyor,2.16,12.65,49.53,0.66,219.27,5.81,belt_slip,warning
conveyor,0.8,5.81,46.19,1.46,266.01,3.69,none,running
conveyor,2.56,16.4,57.69,1.21,501.24,6.53,overload,fault
conveyor,3.88,6.08,47.99,1.26,286.37,5,roller_bearing_failure,warning
conveyor,0.7,7.42,39.28,1.41,100.63,2.86,none,running
conveyor,3.14,20.78,85.02,0.39,447.68,9.02,jam,fault
conveyor,4.73,6.33,58.2,1.46,319.64,3.03,roller_bearing_failure,fault
conveyor,3.25,8.93,47.43,1.56,157.65,4.25,roller_bearing_failure,warning
conveyor,1.54,12.77,58.15,1.07,198.25,3.47,belt_slip,warning
conveyor,1.9,6.07,56.07,1.45,282.88,5.38,roller_bearing_failure,warning
conveyor,0.71,7.11,45.4,1.39,88.99,1.42,none,running
conveyor,1.21,12.02,66.4,0.55,90.61,6.91,belt_slip,warning
conveyor,1.07,6.89,38.97,1.46,194.53,1.74,none,running
conveyor,0.63,8.25,49.03,1.58,176.82,0.81,none,running
conveyor,2.92,13.36,71.41,1.04,412.82,3.31,overload,fault
conveyor,0.85,12.08,72.81,0.96,279.37,2.73,overload,warning
conveyor,2.17,8.28,52.43,1.34,226.57,2.8,roller_bearing_failure,warning
conveyor,5.62,16.31,80.12,0,566.72,6.46,jam,fault
conveyor,1.85,12.45,49.25,0.79,146.62,7.42,belt_slip,warning
conveyor,2.25,12.56,59.15,1.06,151.2,3.19,belt_slip,warning
conveyor,3.59,19.17,86.66,0.34,555.12,9.67,jam,fault
conveyor,2.34,10.2,53.58,1.31,261.15,9.31,belt_misalignment,warning
conveyor,5.25,6.82,42.25,1.34,199.05,2.01,roller_bearing_failure,fault
conveyor,4.6,6.39,51.03,1.54,205.38,1.91,roller_bearing_failure,fault
conveyor,3.5,6.36,46.01,1.3,117.27,5.93,roller_bearing_failure,warning
conveyor,0.62,6.81,48.17,1.43,206.97,1.58,none,running
conveyor,0.76,13.24,73.06,1.33,186.39,6.83,gearbox_overheating,warning
conveyor,3.61,9.07,61.95,1.13,149.71,5.98,belt_misalignment,warning
conveyor,1.55,13.66,63.8,1.35,357.98,4.81,belt_misalignment,warning
conveyor,3.06,13.44,84.05,0.09,411.64,8.47,jam,fault
conveyor,2.87,13.88,69.79,1.36,409.56,6.1,overload,fault
conveyor,2.73,15.6,60.1,1.06,481.24,8.65,overload,fault
conveyor,1.86,6.9,41.56,1.05,281.26,7.64,belt_misalignment,warning
conveyor,5.77,13.15,72.26,0.04,290.74,11.03,jam,fault
conveyor,3.86,19.62,77.86,0.49,449.44,5.75,jam,fault
conveyor,1.5,6.86,42.94,0.55,204.91,6.26,belt_slip,warning
conveyor,1.24,5.25,46.14,1.43,221.14,3.93,none,running
conveyor,2.04,6.23,46.68,1.24,226.45,5.81,roller_bearing_failure,warning
conveyor,2.53,14.16,82.23,0.27,520.18,7.18,jam,fault
conveyor,1.85,14.62,53.85,0.91,425.17,1.64,overload,fault
conveyor,1.65,10.5,52.94,1.21,309.65,3.9,overload,warning
conveyor,2.5,12.56,57.28,1.13,126.45,3.45,belt_slip,warning
conveyor,3.27,5.8,45.78,1.41,247.32,4.92,roller_bearing_failure,warning
conveyor,1.33,11.16,46.14,1.44,262.41,12.6,belt_misalignment,fault
conveyor,1.07,18.55,76.62,1.13,337.81,3.84,overload,fault
conveyor,1.92,11.65,63.1,0.95,203.77,5.24,belt_slip,warning
conveyor,4.29,20.32,75.18,0.16,412.8,9.83,jam,fault
conveyor,1.06,7.55,99.7,1.44,258.52,6.47,gearbox_overheating,fault
conveyor,0.99,10.8,45.46,1.12,284.78,3.42,overload,warning
conveyor,3.2,5.62,58.35,1.34,106.61,4.32,roller_bearing_failure,warning
conveyor,3.09,7.29,39.2,1.53,221.29,6.16,roller_bearing_failure,warning
conveyor,4.74,16.84,67.75,0.61,347.95,11.68,jam,fault
conveyor,1.26,9.29,57.42,1.43,203.74,9.39,belt_misalignment,warning
conveyor,1.38,10.96,52.07,1.27,276.06,14.4,belt_misalignment,fault
conveyor,1.08,13.68,77.05,1.01,366.08,6.94,overload,warning
conveyor,1.21,11.47,83.78,1.6,331.33,5.14,gearbox_overheating,fault
conveyor,1.49,10.27,61.1,1.1,242.29,12.28,belt_misalignment,fault
conveyor,1.38,9.75,105.82,1.28,293.83,1.12,gearbox_overheating,fault
conveyor,2.1,11.66,58.53,0.48,212.39,4.84,belt_slip,warning
conveyor,0.97,11.04,66.73,1.47,342.79,2.14,gearbox_overheating,warning
conveyor,0.87,12.7,47.02,0.5,181.06,7.01,belt_slip,warning
conveyor,1.88,8.85,53.51,1.43,244.55,6.25,roller_bearing_failure,warning
conveyor,1.88,8.12,62.47,1.49,253.92,7.21,gearbox_overheating,warning
conveyor,1.18,8.22,56.01,0.98,277.82,3.69,belt_slip,running
conveyor,4.51,16.21,71.48,0.34,469.99,5.09,jam,fault
conveyor,2.17,8.72,61.4,1.13,333.54,13.7,belt_misalignment,fault
conveyor,3.16,8.34,52.22,1.35,210.72,7.8,belt_misalignment,warning
conveyor,0.83,9.25,49.3,1.2,278.85,2.15,overload,running
conveyor,2.15,12.41,48.74,1.15,233.03,7.7,belt_slip,warning
conveyor,2.84,10.28,44.05,0.68,253.76,2.84,belt_slip,warning
conveyor,2.45,8.27,46.95,1.56,280.94,2.14,roller_bearing_failure,warning
conveyor,1.18,9.63,64.76,1.49,271.09,7.48,roller_bearing_failure,warning
conveyor,2.09,12.47,52.09,0.93,366.4,4.72,overload,warning
conveyor,2.02,12.59,87.08,1.49,331.5,7.37,gearbox_overheating,fault
conveyor,1.58,7.41,61.68,1.48,179.05,11.29,belt_misalignment,fault
conveyor,1.31,16.42,55.53,0.14,547.94,10.91,jam,fault
conveyor,1.36,6.8,45.96,1.49,190.41,2.93,none,running
conveyor,2.31,17.44,55.25,1.33,302.19,3.01,overload,fault
conveyor,0.6,7.92,49.34,1.62,166.15,2.01,none,running
conveyor,2.44,13.67,68.52,1.48,581.82,4.42,overload,fault
conveyor,5.55,8.15,49.38,1.5,279.99,3.3,roller_bearing_failure,fault
conveyor,1.08,8.47,50.24,1.12,292.98,12.81,belt_misalignment,fault
conveyor,1.15,6,44.53,1.41,143.85,3.45,none,running
conveyor,0.76,6.14,38.28,1.63,228.38,2.67,none,running
conveyor,1.18,13.29,69.54,1.23,258.74,3.87,gearbox_overheating,warning
conveyor,2.43,5.78,54.86,1.29,180.54,5.99,roller_bearing_failure,warning
conveyor,0.64,6.31,45.14,1.63,156.69,2.6,none,running
conveyor,1.34,6.03,39.68,1.58,208,2.51,none,running
conveyor,3.03,15.41,81.21,0.35,509.61,5.48,jam,fault
conveyor,1.26,8,80.92,1.29,262.27,4.39,gearbox_overheating,fault
conveyor,2.78,18.68,71.36,0.4,303.84,8.44,jam,fault
conveyor,2.49,13.11,55.66,0.6,291.81,3.49,belt_slip,warning
conveyor,2.92,10.42,64.57,1.42,271.92,6.61,gearbox_overheating,warning
conveyor,1.38,13.34,46.99,1.29,466.68,5.09,overload,fault
conveyor,2.95,7.66,53.52,1.21,342.81,5.55,roller_bearing_failure,warning
conveyor,0.77,5.91,45.24,1.42,212.74,3.24,none,running
conveyor,1.01,8.99,56.2,1.15,257.42,7.25,belt_slip,warning
conveyor,2.05,18.03,56.11,0.85,362.07,2.46,overload,fault
conveyor,2.37,8.84,53.96,1.11,208.1,7.45,belt_misalignment,warning
conveyor,1.36,11.33,61.57,0.63,247.32,5.92,belt_slip,warning
conveyor,4.58,18.11,71.68,0.65,341.36,8.03,jam,fault
conveyor,1.21,13.76,89.44,1.46,414.91,3.09,gearbox_overheating,fault
conveyor,0.1,5.69,47.55,1.38,173.69,1.09,none,running
conveyor,2.79,10.32,74.3,1.63,256.88,1.83,gearbox_overheating,warning
conveyor,2.22,14.46,63.96,1.3,252.05,1.93,gearbox_overheating,fault
conveyor,1.01,6.45,46.56,1.56,171.51,2.71,none,running
conveyor,2.08,7.46,55.11,1.42,141.27,6.01,belt_misalignment,warning
conveyor,3.27,11.52,95.3,1.24,169.34,5.03,gearbox_overheating,fault
conveyor,1.06,6.48,35.74,1.7,166.89,3.35,none,running
conveyor,0.89,8.59,50.48,1.21,142.43,7.69,belt_misalignment,warning
conveyor,3.07,20.06,80.01,0.08,650,5.61,jam,fault
conveyor,3.2,18.24,68.03,0.08,364.01,4.06,jam,fault
conveyor,1.43,19.85,81.44,0.22,445.87,8.38,jam,fault
conveyor,3.66,9.9,45.46,1.19,162.37,4.45,roller_bearing_failure,warning
conveyor,1.29,10.06,48.57,0.98,176.43,4.02,belt_slip,warning
conveyor,2.5,21.91,90.67,0.19,650,5.83,jam,fault
conveyor,2.68,8,47.51,1.52,228.66,5.02,roller_bearing_failure,warning
conveyor,1.92,9.44,64.23,0.85,369.4,6.48,overload,warning
conveyor,0.97,9.21,54.47,0.77,226.64,1.8,belt_slip,running
conveyor,2.45,9.26,46.26,1.62,232.26,4.25,roller_bearing_failure,warning
conveyor,3.2,9.89,54.31,1.16,151.81,11.37,belt_misalignment,fault
conveyor,1.2,6.47,43.65,1.52,156.3,2.49,none,running
conveyor,4.6,15.4,89.38,0.48,297.75,12.25,jam,fault
conveyor,0.79,6.9,45.33,1.63,162,4.13,none,running
conveyor,2.15,16.33,67.56,0.57,398.07,11.34,jam,fault
conveyor,1.24,7.9,43.9,1.65,170.08,3.76,none,running
conveyor,2.23,10.9,64.56,0.81,160.58,6.83,belt_slip,warning
conveyor,2.6,9.26,98.68,1.67,320.63,3.12,gearbox_overheating,fault
conveyor,1.39,11.01,65.46,1.28,183.93,6.23,belt_misalignment,warning
conveyor,2.99,13.18,67.99,0.42,345.43,3.52,jam,warning
conveyor,1.19,20.88,73.29,0.58,569.11,6.16,jam,fault
conveyor,4.75,14.53,90.14,0.39,436.44,11.15,jam,fault
conveyor,1.02,7.06,37.7,1.59,203.01,1.24,none,running
conveyor,3.59,16.42,60.13,0.18,459.83,9.33,jam,fault
conveyor,2.19,7.7,41.75,1.41,198.29,2.23,roller_bearing_failure,warning
conveyor,3.98,11.99,72.34,0.16,601.98,4.92,jam,fault
conveyor,2.24,8.93,66.68,1.18,275.14,3.08,overload,warning
conveyor,3.36,8.99,67.43,1.42,212.01,4.41,gearbox_overheating,warning
conveyor,1.29,11.62,78.8,1.16,249.62,4.95,gearbox_overheating,warning
conveyor,1.61,8.88,62.75,0.81,246.95,3.23,belt_slip,running
conveyor,3.56,12.81,62.65,1.42,276.67,6.24,gearbox_overheating,warning
conveyor,3.11,20.51,57.29,0.63,334.45,11.24,jam,fault
conveyor,2.5,7.53,54.31,0.68,184.57,3.63,roller_bearing_failure,warning
conveyor,2.22,6.14,59.06,1.49,312.12,2.63,roller_bearing_failure,warning
conveyor,2.49,11.83,48.62,1,165.67,4.23,belt_slip,warning
conveyor,1.5,14.01,62.98,1.14,551.84,7.26,overload,fault
conveyor,2.24,8.35,55.55,0.75,185.3,7.45,belt_slip,warning
conveyor,2.76,8.68,53.91,1.22,175.21,9.51,belt_misalignment,warning
conveyor,1.24,7.8,61.91,0.86,201.58,6.87,belt_slip,warning
conveyor,1.53,12.13,45.29,0.82,229.77,4.15,belt_slip,warning
conveyor,1.8,14.77,52.97,0.8,420.13,6.51,overload,fault
conveyor,6.15,6.84,52.17,1.46,132.41,2.57,roller_bearing_failure,fault
conveyor,1.23,7.55,49.47,1.07,248.11,8.04,belt_slip,warning
conveyor,1.44,11.94,71.3,1.25,419.57,4.12,gearbox_overheating,fault
conveyor,1.18,14.21,79.92,1.16,174.04,3.5,gearbox_overheating,fault
conveyor,0.75,5.71,42.28,1.39,207.13,2.47,none,running
conveyor,0.72,7.68,45.16,1.65,215.67,3.12,none,running
conveyor,1.95,11.56,50.04,0.86,255.22,4.89,belt_slip,warning
conveyor,1.85,11.19,102.21,1.37,187.04,6.68,gearbox_overheating,fault
conveyor,1.04,6.23,48.04,1.44,148.14,2.35,none,running
conveyor,4.44,7.35,41.48,1.36,278.32,4.97,roller_bearing_failure,fault
conveyor,3.34,13.34,79.03,0.23,440.71,9.49,jam,fault
conveyor,2.44,8.18,46.56,0.5,282.55,7.58,belt_slip,warning
conveyor,1,7.28,45.04,1.36,125.57,4.11,none,running
conveyor,2.57,12.18,74.85,1.37,524.9,4.92,overload,fault
conveyor,1.2,14.47,49.72,1.37,500.25,4.58,overload,fault
conveyor,2.88,17.05,53.01,1.33,433.62,3.69,overload,fault
conveyor,0.75,10.6,73.88,1.4,269.83,6.12,gearbox_overheating,warning
conveyor,3.46,20.98,84.38,0.54,359.07,11.01,jam,fault
conveyor,2.07,12.78,49.7,0.51,200.79,4.4,belt_slip,warning
conveyor,2.38,9.19,57.81,1.14,427.68,3.38,overload,fault
conveyor,3.67,20.44,62.76,0.53,493.25,9.54,jam,fault
conveyor,3.79,16.34,78,0.48,475.07,8.57,jam,fault
conveyor,3.74,13.56,61.6,1.59,291.9,3.43,gearbox_overheating,warning
conveyor,2.99,7.85,79.15,1.24,178.69,3.81,gearbox_overheating,warning
conveyor,2.53,11.03,54.56,1.22,278.6,11.1,belt_misalignment,fault
conveyor,2.67,7.03,75.98,1.55,246.7,5.02,gearbox_overheating,warning
conveyor,2.56,9.34,44.79,1.18,231.12,2.97,roller_bearing_failure,warning
conveyor,2.09,11.02,47.25,1.55,196.11,10.03,belt_misalignment,fault
conveyor,3.62,8.79,64.17,1.6,214.93,13.72,belt_slip,fault
conveyor,2.49,11.21,62.74,0.73,102.28,7.26,belt_slip,warning
conveyor,2.26,12.62,50.43,0.81,182.64,6.16,belt_slip,warning
conveyor,2,9.7,53.71,1.43,159.34,14.02,belt_misalignment,fault
conveyor,2.26,9.16,58.83,1.05,239.52,6.78,belt_slip,warning
conveyor,1.08,5.41,41.5,1.43,198,0.71,none,running
conveyor,1.88,20.48,65.97,0.96,510.55,3.7,overload,fault
conveyor,4.62,18.09,66.86,0.32,451.1,8.43,jam,fault
conveyor,0.66,5.29,47.24,1.46,158.69,2.14,none,running
conveyor,2.15,8.91,58.26,1.43,224.8,10.92,belt_misalignment,fault
conveyor,4.57,21.65,63.35,0.19,650,12.86,jam,fault
conveyor,2.49,7.82,76.15,1.65,286.61,2.73,gearbox_overheating,warning
conveyor,1.99,10.31,102.8,1.35,325.63,5.42,gearbox_overheating,fault
conveyor,4.06,17.19,56.8,0.17,447.75,6.89,jam,fault
conveyor,0.74,5.36,37.66,1.43,224.02,0.78,none,running
conveyor,2.23,9.62,60.08,0.8,211.24,4.7,belt_slip,warning
conveyor,2.2,20.82,62.73,0.31,375.22,6.05,jam,fault
conveyor,0.77,8.62,59.48,1.32,298.3,2.37,overload,warning
conveyor,1.83,13.99,86.62,1.22,324.82,2.57,gearbox_overheating,fault
conveyor,2.56,7.28,60.92,1.45,128.99,9.12,belt_misalignment,warning
conveyor,2.01,11.45,72.05,0.78,615.5,3.26,overload,fault
conveyor,3.17,11.77,96.07,1.3,239.36,6.87,gearbox_overheating,fault
conveyor,1.19,19.37,68.68,1.48,346.78,7.21,overload,fault
conveyor,1.59,6.2,60.36,1.17,150.16,10.8,belt_misalignment,fault
conveyor,1.51,13.83,74.86,1.48,221.85,3.84,gearbox_overheating,warning
conveyor,0.9,8.27,48.05,1.38,246.98,4.02,none,running
conveyor,3.43,9,44.6,1.31,316.47,5.06,roller_bearing_failure,warning
conveyor,0.1,4.73,37.44,1.56,118.97,1.61,none,running
conveyor,4.81,16.45,58.69,0.41,516.5,3.9,jam,fault
conveyor,2.04,6.28,53.71,1.47,224.85,2.96,roller_bearing_failure,warning
conveyor,2.22,13.55,73.55,0.5,550.17,2.97,jam,fault
conveyor,3.05,16.94,69.93,0.07,467.61,9.21,jam,fault
conveyor,1.37,10.21,46.44,1.05,263.72,3.15,belt_slip,warning
conveyor,0.84,6.77,39.24,1.51,219.29,4.26,none,running
conveyor,1.5,8.05,64.87,0.92,163.47,6.75,belt_slip,warning
conveyor,3.51,8.51,55.01,1.48,314.28,3.14,roller_bearing_failure,warning
conveyor,2.82,8.01,51.65,1.5,196.04,8.5,belt_misalignment,warning
conveyor,4.95,21.48,72.77,0.08,426.27,11,jam,fault
conveyor,1.94,13.06,92.19,1.13,319.4,6.3,gearbox_overheating,fault
conveyor,4.44,21.61,70.91,0.34,417.12,9.42,jam,fault
conveyor,0.75,5.63,47.27,1.56,224.76,1.74,none,running
conveyor,2.72,18.26,76.61,0.56,349.93,9.43,jam,fault
conveyor,1.93,8.89,66.36,1.31,275.09,4.01,gearbox_overheating,warning
conveyor,1.77,11.57,54.43,1.03,255.33,3.8,belt_slip,warning
conveyor,3.48,16.56,64.36,1.05,585.58,3.43,overload,fault
conveyor,3.21,11.91,48.37,1.02,235.18,4.31,belt_slip,warning
conveyor,2.07,13.28,80.42,1.48,154.63,5.93,gearbox_overheating,fault
conveyor,0.91,7.62,39.53,1.54,201.74,2.7,none,running
conveyor,0.92,6.79,37.32,1.43,187.48,3.29,none,running
conveyor,2.51,12.86,51.98,0.45,166.23,1.97,belt_slip,warning
conveyor,3.28,8.47,43.17,1.6,229.85,2.57,roller_bearing_failure,warning
conveyor,2.26,12.95,97.98,1.22,194.05,5.15,gearbox_overheating,fault
conveyor,1.61,10.88,72.77,1.55,245.83,3.23,gearbox_overheating,warning
conveyor,2.09,10.31,64.72,1.13,270.27,14.46,belt_misalignment,fault
conveyor,0.6,10.16,54.15,1.43,192.56,13.51,belt_misalignment,fault
conveyor,1.22,9.08,58.91,1.49,255.43,9.79,belt_misalignment,warning
conveyor,0.12,4.43,47.95,1.55,206.62,1.26,none,running
conveyor,2.93,12.57,101.63,1.33,299.76,3.37,gearbox_overheating,fault
conveyor,0.62,6.01,48.02,1.44,177.27,4.46,none,running
conveyor,2.19,11.27,57.19,0.79,146.03,2.71,belt_slip,warning
conveyor,2.57,8.56,42.01,1.49,156.28,1.33,roller_bearing_failure,warning
conveyor,0.68,6.03,49.13,1.42,149.15,3.43,none,running
conveyor,1.56,7.92,64.41,1.33,308.72,2.96,gearbox_overheating,warning
conveyor,1.52,8.99,49.02,1.47,284.01,3.91,roller_bearing_failure,warning
conveyor,1.76,19.63,80.6,0.05,546.06,4.73,jam,fault
conveyor,1.29,12.35,72.37,0.94,345.2,5.57,overload,warning
conveyor,2.29,9,47.67,1.48,256.6,6.43,belt_misalignment,warning
conveyor,1.62,7.65,42.69,1.37,292.52,3.24,none,warning
conveyor,4.75,17.84,60.94,0.19,324.98,8.84,jam,fault
conveyor,2.31,9.9,45.13,1.08,262.33,9.26,belt_misalignment,warning
conveyor,2.61,6.81,91.71,1.57,145.44,7.42,gearbox_overheating,fault
conveyor,1.38,7.99,87.73,1.52,186.61,2.93,gearbox_overheating,fault
conveyor,0.79,6.67,45.63,1.5,168.09,4.33,none,running
conveyor,3.72,7.14,47.24,1.57,233.61,3.02,roller_bearing_failure,warning
conveyor,1.66,8.6,64.42,1.55,302.52,10.84,belt_misalignment,fault
conveyor,2.29,11.79,62.63,0.85,240.76,6.93,belt_slip,warning
conveyor,2.82,9.72,42.55,1.14,265.46,9.08,belt_misalignment,warning
conveyor,1.42,7.22,47.52,1.52,168.56,2.75,none,running
conveyor,1.34,9.42,55.42,1.22,185.31,10.66,belt_misalignment,fault
conveyor,3.86,17.12,81.44,0.49,429.61,2.63,jam,fault
conveyor,3.06,8.36,74.75,1.53,262.96,4.99,gearbox_overheating,warning
conveyor,4.09,5.78,43.98,1.58,254.53,1.74,roller_bearing_failure,fault
conveyor,3.65,7.71,48.65,1.34,224.57,7.78,belt_misalignment,warning
conveyor,1.64,9.01,62.15,1.49,268.34,14.02,belt_misalignment,fault
conveyor,1.18,6.58,38.84,1.46,220.43,2.59,none,running
conveyor,1.89,17.62,56.05,1.27,494.42,4.8,overload,fault
conveyor,0.84,7.11,51.74,1.48,209.1,1.91,none,running
conveyor,0.92,6.05,36.52,1.51,201.37,4.49,none,running
conveyor,3.02,12,83.93,0.62,322.03,12.14,jam,fault
conveyor,2.93,12.66,57.93,0.27,319.63,9.54,jam,warning
conveyor,1.72,7.57,45.45,1.37,146.24,1.75,roller_bearing_failure,running
conveyor,2.59,14.22,61.79,0.46,483.71,5.9,jam,fault
conveyor,1.79,10.91,54.31,1.48,237,9.86,belt_misalignment,warning
conveyor,1.1,5.92,37.46,1.43,155.82,1.57,none,running
conveyor,2.58,7.77,58.06,1.53,244.64,4.67,roller_bearing_failure,warning
conveyor,1.96,6.5,41.42,1.37,301.92,8.56,belt_misalignment,warning
conveyor,0.98,12.76,60.34,1.17,399.57,2.18,overload,fault
conveyor,0.66,6.54,48.05,1.64,257.38,0.84,none,running
conveyor,3.67,7.52,42.03,1.55,245.29,6.74,jam,warning
conveyor,4.85,6.66,55.2,1.37,264.8,3.82,roller_bearing_failure,fault
conveyor,3.2,12.17,65.98,1.53,274.25,2.68,gearbox_overheating,warning
conveyor,3.71,7.35,49.8,1.56,222.69,4.87,roller_bearing_failure,warning
conveyor,2.81,8.43,47.39,1.14,191.56,9.18,belt_misalignment,warning
conveyor,2.63,8.88,72.88,1.13,277.48,6.97,gearbox_overheating,warning
conveyor,1.96,12.42,67.23,1.41,430.83,2.06,overload,fault
conveyor,1.28,11.99,63.5,0.51,170.34,4.04,belt_slip,warning
conveyor,1.45,15.69,69.6,1.33,302.25,3.02,overload,fault
conveyor,3.89,10.58,110.32,1.44,247.02,7.21,gearbox_overheating,fault
conveyor,2.15,11.53,50.65,0.98,139.79,4.08,belt_slip,warning
conveyor,3.17,6.84,58.78,1.52,158.78,10.78,belt_misalignment,fault
conveyor,3.37,6.94,43.13,1.25,206.89,4.28,roller_bearing_failure,warning
conveyor,1.59,8.26,54.54,1.44,125.45,5.85,roller_bearing_failure,running
conveyor,0.91,13.71,110.61,1.2,378.03,4.95,gearbox_overheating,fault
conveyor,2.29,6.63,46.7,0.74,245.45,6.14,belt_slip,warning
conveyor,1.32,10.89,44.16,0.56,164.86,7.33,belt_slip,warning
conveyor,1.84,10.94,52.35,0.97,177.97,4.24,belt_slip,warning
conveyor,1.41,10.45,59.74,1.28,294.62,8.51,belt_misalignment,warning
conveyor,2.19,9.89,71.71,1.46,277.18,4.02,gearbox_overheating,warning
conveyor,3.64,7.41,49.63,1.3,182.2,6.1,roller_bearing_failure,warning
conveyor,1.42,17.79,66.62,1.14,544.7,4.41,overload,fault
conveyor,2,17.9,78.37,0.35,399,10.18,jam,fault
conveyor,1.21,7.82,54.71,1.52,174.24,14.66,belt_misalignment,fault
conveyor,0.77,10.38,107.5,1.32,236.54,2.64,gearbox_overheating,fault
conveyor,2.46,8.94,76.46,1.18,467.48,5.92,overload,fault
conveyor,2.62,11.49,64.63,1.49,259.03,8.51,belt_misalignment,warning
conveyor,3.26,12.32,70.12,0.88,565.65,3.38,overload,fault
conveyor,4.18,19.92,72.4,0.39,435.22,11.14,jam,fault
conveyor,1.76,10.15,61.8,1.37,163.69,8.73,roller_bearing_failure,warning
conveyor,0.49,7.64,35.72,1.51,191.29,1.31,none,running
conveyor,2.03,17.18,76.4,0.14,537,2.2,jam,fault
conveyor,2.75,6.69,49.78,1.62,191.98,4.06,roller_bearing_failure,warning
conveyor,5.9,13.68,92.09,0.63,578.85,5.91,overload,fault
conveyor,2.43,17.78,65.9,0.12,586.51,5.83,jam,fault
conveyor,1.54,10.04,100.65,1.48,296.12,2.26,gearbox_overheating,fault
conveyor,1.16,9.95,48.73,0.9,491.57,2.62,overload,fault
conveyor,4.9,7.48,53.73,1.23,159.28,5.43,roller_bearing_failure,fault
conveyor,3.25,16.71,60.82,0.61,601.29,10.14,jam,fault
conveyor,1.03,9.32,87.62,1.28,361.84,5.51,gearbox_overheating,fault
conveyor,1.28,7.31,64.03,1.34,263.42,6.05,belt_misalignment,warning
conveyor,1.09,10.88,57.08,0.96,428.91,2.74,overload,fault
conveyor,4.28,22.24,86.88,0.19,531.67,11.26,jam,fault
conveyor,4.65,8.07,47.13,1.38,167,4.81,roller_bearing_failure,fault
conveyor,3.39,17.69,90.08,0.55,497.29,5.61,jam,fault
